pattern_id,language,layout,psm,requested_ratio,method,effective_ratio_x,effective_ratio_y,integer_bin_factor,source_path,source_sha256,output_path,output_sha256,font_path,font_index,font_size,target_output_glyph_height,target_source_glyph_height,source_max_glyph_height,source_height_error,output_max_glyph_height,glyph_height_warning,reference,prediction,normalized_reference,normalized_prediction,edit_distance,reference_chars,cer,ocr_seconds,status,error
en_char_a,en,single_char,10,1.266666666667,bin_floor,1.0,1.0,1,canonical/en_char_a/r_1p266667.png,dc8af654cb8e2577054e3d6232a3289210ed8f41a66e789efaf4098d97d9daff,resized/bin_floor/en_char_a/r_1p266667.png,dc8af654cb8e2577054e3d6232a3289210ed8f41a66e789efaf4098d97d9daff,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,31,16,20.266666666672,20,-0.26666666667199834,20,False,A,"A
",A,A,0,1,0.0,0.06760733301052824,ok,
en_char_a,en,single_char,10,1.266666666667,bin_ceil,2.0,2.0,2,canonical/en_char_a/r_1p266667.png,dc8af654cb8e2577054e3d6232a3289210ed8f41a66e789efaf4098d97d9daff,resized/bin_ceil/en_char_a/r_1p266667.png,953a1b5bcd9bc293275e72acdc9d4991c48c4dfb65bcfb36e551b260d5fe7c76,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,31,16,20.266666666672,20,-0.26666666667199834,10,False,A,"A
",A,A,0,1,0.0,0.06609866699727718,ok,
en_char_a,en,single_char,10,1.266666666667,opencv_bilinear,1.2765957446808511,1.2765957446808511,,canonical/en_char_a/r_1p266667.png,dc8af654cb8e2577054e3d6232a3289210ed8f41a66e789efaf4098d97d9daff,resized/opencv_bilinear/en_char_a/r_1p266667.png,dd8c2c10f3a0a4092ed3c5eb5266d6eeb8b860c8b90a598f13950cbf85582e39,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,31,16,20.266666666672,20,-0.26666666667199834,17,False,A,"A
",A,A,0,1,0.0,0.07103266600461211,ok,
en_char_a,en,single_char,10,1.266666666667,lanczos2_7tap_16phase,1.2765957446808511,1.2765957446808511,,canonical/en_char_a/r_1p266667.png,dc8af654cb8e2577054e3d6232a3289210ed8f41a66e789efaf4098d97d9daff,resized/lanczos2_7tap_16phase/en_char_a/r_1p266667.png,c48b196080a57d26a174a314b1b2d769975038ea612bb6ddc7d55675dd8ffdd0,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,31,16,20.266666666672,20,-0.26666666667199834,17,False,A,"A
",A,A,0,1,0.0,0.0627072909992421,ok,
en_char_a,en,single_char,10,1.266666666667,lanczos3_7tap_16phase,1.2765957446808511,1.2765957446808511,,canonical/en_char_a/r_1p266667.png,dc8af654cb8e2577054e3d6232a3289210ed8f41a66e789efaf4098d97d9daff,resized/lanczos3_7tap_16phase/en_char_a/r_1p266667.png,fa8b54bc5feac46fb329b36d10fdf4812409e0fed2e3e1e6e76c8c1ad73e1688,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,31,16,20.266666666672,20,-0.26666666667199834,17,False,A,"A
",A,A,0,1,0.0,0.05955945799360052,ok,
en_char_a,en,single_char,10,1.4,bin_floor,1.0,1.0,1,canonical/en_char_a/r_1p400000.png,cd710eae0d11875d47daf618a6497f98072dd337789ef0ab544f4dea0b507cd3,resized/bin_floor/en_char_a/r_1p400000.png,cd710eae0d11875d47daf618a6497f98072dd337789ef0ab544f4dea0b507cd3,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,34,16,22.4,22,-0.3999999999999986,22,False,A,"A
",A,A,0,1,0.0,0.06565941699955147,ok,
en_char_a,en,single_char,10,1.4,bin_ceil,2.0,2.0,2,canonical/en_char_a/r_1p400000.png,cd710eae0d11875d47daf618a6497f98072dd337789ef0ab544f4dea0b507cd3,resized/bin_ceil/en_char_a/r_1p400000.png,a23b98272de6be602d0f5153740a12d0317ddeaa8653177f58f3df375c6b4d5e,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,34,16,22.4,22,-0.3999999999999986,11,False,A,"A
",A,A,0,1,0.0,0.06465995800681412,ok,
en_char_a,en,single_char,10,1.4,opencv_bilinear,1.4042553191489362,1.4042553191489362,,canonical/en_char_a/r_1p400000.png,cd710eae0d11875d47daf618a6497f98072dd337789ef0ab544f4dea0b507cd3,resized/opencv_bilinear/en_char_a/r_1p400000.png,efb623965c7be4f94d341e11c656c0e62eb47fe933bcd01d52c749d2f0207183,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,34,16,22.4,22,-0.3999999999999986,17,False,A,"A
",A,A,0,1,0.0,0.061746166000375524,ok,
en_char_a,en,single_char,10,1.4,lanczos2_7tap_16phase,1.4042553191489362,1.4042553191489362,,canonical/en_char_a/r_1p400000.png,cd710eae0d11875d47daf618a6497f98072dd337789ef0ab544f4dea0b507cd3,resized/lanczos2_7tap_16phase/en_char_a/r_1p400000.png,81a0ffe6d3cec6e02b80ace34152f7b4426d6a798521ee4dfdf5caf25768d897,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,34,16,22.4,22,-0.3999999999999986,17,False,A,"A
",A,A,0,1,0.0,0.061048542003845796,ok,
en_char_a,en,single_char,10,1.4,lanczos3_7tap_16phase,1.4042553191489362,1.4042553191489362,,canonical/en_char_a/r_1p400000.png,cd710eae0d11875d47daf618a6497f98072dd337789ef0ab544f4dea0b507cd3,resized/lanczos3_7tap_16phase/en_char_a/r_1p400000.png,54d6ad0ec865ce504d2dd59433801bb4b93883440ab11620d7149bcd4412a5fe,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,34,16,22.4,22,-0.3999999999999986,17,False,A,"A
",A,A,0,1,0.0,0.06017245800467208,ok,
en_char_a,en,single_char,10,1.533333333333,bin_floor,1.0,1.0,1,canonical/en_char_a/r_1p533333.png,83161cb4bfb9527b38b1adc74a10ffbdda48a493ad63fc5286b702e9438fecac,resized/bin_floor/en_char_a/r_1p533333.png,83161cb4bfb9527b38b1adc74a10ffbdda48a493ad63fc5286b702e9438fecac,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,39,16,24.533333333328,25,0.4666666666720012,25,False,A,"A
",A,A,0,1,0.0,0.059311082994099706,ok,
en_char_a,en,single_char,10,1.533333333333,bin_ceil,2.0,2.0,2,canonical/en_char_a/r_1p533333.png,83161cb4bfb9527b38b1adc74a10ffbdda48a493ad63fc5286b702e9438fecac,resized/bin_ceil/en_char_a/r_1p533333.png,6afb830db82f47bbe972222d899313fe6b057a8dfcf3449b6c7e45a2e13da64a,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,39,16,24.533333333328,25,0.4666666666720012,13,False,A,"A
",A,A,0,1,0.0,0.05931004200829193,ok,
en_char_a,en,single_char,10,1.533333333333,opencv_bilinear,1.5294117647058822,1.5294117647058822,,canonical/en_char_a/r_1p533333.png,83161cb4bfb9527b38b1adc74a10ffbdda48a493ad63fc5286b702e9438fecac,resized/opencv_bilinear/en_char_a/r_1p533333.png,07de435f0b7e70a85ee2b1d554957f7adbc0d066aebf6c228381f2731e826a11,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,39,16,24.533333333328,25,0.4666666666720012,17,False,A,"A
",A,A,0,1,0.0,0.06200641600298695,ok,
en_char_a,en,single_char,10,1.533333333333,lanczos2_7tap_16phase,1.5294117647058822,1.5294117647058822,,canonical/en_char_a/r_1p533333.png,83161cb4bfb9527b38b1adc74a10ffbdda48a493ad63fc5286b702e9438fecac,resized/lanczos2_7tap_16phase/en_char_a/r_1p533333.png,ec9f8acd979ebdf992718752af55fdb595590d898f90c45e07762727019e56f1,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,39,16,24.533333333328,25,0.4666666666720012,18,True,A,"A
",A,A,0,1,0.0,0.05926012501004152,ok,
en_char_a,en,single_char,10,1.533333333333,lanczos3_7tap_16phase,1.5294117647058822,1.5294117647058822,,canonical/en_char_a/r_1p533333.png,83161cb4bfb9527b38b1adc74a10ffbdda48a493ad63fc5286b702e9438fecac,resized/lanczos3_7tap_16phase/en_char_a/r_1p533333.png,a2e8a14426c934a9e397bc7e5876233ed558333ea1143cdd60edf23031e27229,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,39,16,24.533333333328,25,0.4666666666720012,18,True,A,"A
",A,A,0,1,0.0,0.06263654099893756,ok,
en_char_a,en,single_char,10,1.666666666667,bin_floor,1.0,1.0,1,canonical/en_char_a/r_1p666667.png,1f69e147c9a31ae5e1eacbefaa550f059f8a1b7695445fd3f6f22ec2fbf44849,resized/bin_floor/en_char_a/r_1p666667.png,1f69e147c9a31ae5e1eacbefaa550f059f8a1b7695445fd3f6f22ec2fbf44849,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,42,16,26.666666666672,27,0.3333333333279995,27,False,A,"A
",A,A,0,1,0.0,0.06228920799912885,ok,
en_char_a,en,single_char,10,1.666666666667,bin_ceil,2.0,2.0,2,canonical/en_char_a/r_1p666667.png,1f69e147c9a31ae5e1eacbefaa550f059f8a1b7695445fd3f6f22ec2fbf44849,resized/bin_ceil/en_char_a/r_1p666667.png,cc25c5c084981359dfb6f9b7c7026b1ea311a0d474723f2b51397f5cae53821a,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,42,16,26.666666666672,27,0.3333333333279995,14,False,A,"A
",A,A,0,1,0.0,0.060453250000136904,ok,
en_char_a,en,single_char,10,1.666666666667,opencv_bilinear,1.68,1.68,,canonical/en_char_a/r_1p666667.png,1f69e147c9a31ae5e1eacbefaa550f059f8a1b7695445fd3f6f22ec2fbf44849,resized/opencv_bilinear/en_char_a/r_1p666667.png,b01ea9d807e1722b77c1402cf8c0d05bc87e610cf16f8614d01336110d972d0c,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,42,16,26.666666666672,27,0.3333333333279995,17,False,A,"A
",A,A,0,1,0.0,0.057465833000605926,ok,
en_char_a,en,single_char,10,1.666666666667,lanczos2_7tap_16phase,1.68,1.68,,canonical/en_char_a/r_1p666667.png,1f69e147c9a31ae5e1eacbefaa550f059f8a1b7695445fd3f6f22ec2fbf44849,resized/lanczos2_7tap_16phase/en_char_a/r_1p666667.png,5e024700dcd4d6a5e0d9eee1c478e2f79814adc638ab3fa6f19e2e8aa18cc94c,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,42,16,26.666666666672,27,0.3333333333279995,17,False,A,"A
",A,A,0,1,0.0,0.05991116599761881,ok,
en_char_a,en,single_char,10,1.666666666667,lanczos3_7tap_16phase,1.68,1.68,,canonical/en_char_a/r_1p666667.png,1f69e147c9a31ae5e1eacbefaa550f059f8a1b7695445fd3f6f22ec2fbf44849,resized/lanczos3_7tap_16phase/en_char_a/r_1p666667.png,a4e1f9a6cca4d102d8f469d387900effd66fbcd319c5d92beed4be1be17a61d4,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,42,16,26.666666666672,27,0.3333333333279995,17,False,A,"A
",A,A,0,1,0.0,0.05671195800823625,ok,
en_char_a,en,single_char,10,1.8,bin_floor,1.0,1.0,1,canonical/en_char_a/r_1p800000.png,8709b522a1495f73c629bd8098271d8e8e110c0b13b93c1252bf39a52690359b,resized/bin_floor/en_char_a/r_1p800000.png,8709b522a1495f73c629bd8098271d8e8e110c0b13b93c1252bf39a52690359b,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,45,16,28.8,29,0.1999999999999993,29,False,A,"A
",A,A,0,1,0.0,0.05816437499015592,ok,
en_char_a,en,single_char,10,1.8,bin_ceil,2.0,2.0,2,canonical/en_char_a/r_1p800000.png,8709b522a1495f73c629bd8098271d8e8e110c0b13b93c1252bf39a52690359b,resized/bin_ceil/en_char_a/r_1p800000.png,c8d8b2d77b75cbb517319de2e99249f7d9fe7d72cd90910134390c2f3b78ebae,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,45,16,28.8,29,0.1999999999999993,15,False,A,"A
",A,A,0,1,0.0,0.0573857920098817,ok,
en_char_a,en,single_char,10,1.8,opencv_bilinear,1.8,1.8,,canonical/en_char_a/r_1p800000.png,8709b522a1495f73c629bd8098271d8e8e110c0b13b93c1252bf39a52690359b,resized/opencv_bilinear/en_char_a/r_1p800000.png,75e8e480bad274d3a522cfc7a6fd7c68c6562b89a10794db4e6539c3c4acf7a2,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,45,16,28.8,29,0.1999999999999993,17,False,A,"A
",A,A,0,1,0.0,0.05702716599626001,ok,
en_char_a,en,single_char,10,1.8,lanczos2_7tap_16phase,1.8,1.8,,canonical/en_char_a/r_1p800000.png,8709b522a1495f73c629bd8098271d8e8e110c0b13b93c1252bf39a52690359b,resized/lanczos2_7tap_16phase/en_char_a/r_1p800000.png,8ac71072867bc6791f02141e89d9505e4cf6a13d1fa3cb01da19dafb8aa6744b,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,45,16,28.8,29,0.1999999999999993,17,False,A,"A
",A,A,0,1,0.0,0.05633120900893118,ok,
en_char_a,en,single_char,10,1.8,lanczos3_7tap_16phase,1.8,1.8,,canonical/en_char_a/r_1p800000.png,8709b522a1495f73c629bd8098271d8e8e110c0b13b93c1252bf39a52690359b,resized/lanczos3_7tap_16phase/en_char_a/r_1p800000.png,608eda4b5dec67f11bfe016b8574ea321cc385efc99a543d99c77a19e5633350,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,45,16,28.8,29,0.1999999999999993,17,False,A,"A
",A,A,0,1,0.0,0.0568514589976985,ok,
en_char_a,en,single_char,10,1.933333333333,bin_floor,1.0,1.0,1,canonical/en_char_a/r_1p933333.png,fedc5c225d4e0ba11103bcbfdec9a892042652f661a8990174d77035450a5d03,resized/bin_floor/en_char_a/r_1p933333.png,fedc5c225d4e0ba11103bcbfdec9a892042652f661a8990174d77035450a5d03,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,48,16,30.933333333328,31,0.06666666667199905,31,False,A,"A
",A,A,0,1,0.0,0.05668324998987373,ok,
en_char_a,en,single_char,10,1.933333333333,bin_ceil,2.0,2.0,2,canonical/en_char_a/r_1p933333.png,fedc5c225d4e0ba11103bcbfdec9a892042652f661a8990174d77035450a5d03,resized/bin_ceil/en_char_a/r_1p933333.png,d3e1357631c931416c7f88c1f5486630f91311a01ce275619c8570ffa51f40cc,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,48,16,30.933333333328,31,0.06666666667199905,16,False,A,"A
",A,A,0,1,0.0,0.05787770800816361,ok,
en_char_a,en,single_char,10,1.933333333333,opencv_bilinear,1.92,1.92,,canonical/en_char_a/r_1p933333.png,fedc5c225d4e0ba11103bcbfdec9a892042652f661a8990174d77035450a5d03,resized/opencv_bilinear/en_char_a/r_1p933333.png,0f6c47ab7140ad84b1ab76138fb3c746822352cec8c44b86f757a4406fb49850,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,48,16,30.933333333328,31,0.06666666667199905,17,False,A,"A
",A,A,0,1,0.0,0.057548999990103766,ok,
en_char_a,en,single_char,10,1.933333333333,lanczos2_7tap_16phase,1.92,1.92,,canonical/en_char_a/r_1p933333.png,fedc5c225d4e0ba11103bcbfdec9a892042652f661a8990174d77035450a5d03,resized/lanczos2_7tap_16phase/en_char_a/r_1p933333.png,7605d9f69fac50aa527717b26c47e2666428475a46709eadca693a891e977e54,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,48,16,30.933333333328,31,0.06666666667199905,17,False,A,"A
",A,A,0,1,0.0,0.06538187499972992,ok,
en_char_a,en,single_char,10,1.933333333333,lanczos3_7tap_16phase,1.92,1.92,,canonical/en_char_a/r_1p933333.png,fedc5c225d4e0ba11103bcbfdec9a892042652f661a8990174d77035450a5d03,resized/lanczos3_7tap_16phase/en_char_a/r_1p933333.png,fcd27752b10b9f9abda334c8717ed9ca6ca715730f38c0087673400319326772,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,48,16,30.933333333328,31,0.06666666667199905,17,False,A,"A
",A,A,0,1,0.0,0.06719891700777225,ok,
en_char_a,en,single_char,10,2.066666666667,bin_floor,2.0,2.0,2,canonical/en_char_a/r_2p066667.png,c06b1d59da0d18f700421033bffbc4a20173c3cf63353bddeee5f8a107265adf,resized/bin_floor/en_char_a/r_2p066667.png,61a87d8562c517ba82dd42f1f40d982daab1229665c8b5e0c01ff75964ae951f,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,51,16,33.066666666672,33,-0.06666666667199905,17,False,A,"A
",A,A,0,1,0.0,0.05908358299348038,ok,
en_char_a,en,single_char,10,2.066666666667,bin_ceil,3.0,3.0,3,canonical/en_char_a/r_2p066667.png,c06b1d59da0d18f700421033bffbc4a20173c3cf63353bddeee5f8a107265adf,resized/bin_ceil/en_char_a/r_2p066667.png,72d10b5b8605079280719e3c43e13ce7cf2b1b2b2f7dd0810f520bf9f31b7afd,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,51,16,33.066666666672,33,-0.06666666667199905,12,False,A,"A
",A,A,0,1,0.0,0.05955066700698808,ok,
en_char_a,en,single_char,10,2.066666666667,opencv_bilinear,2.0816326530612246,2.0816326530612246,,canonical/en_char_a/r_2p066667.png,c06b1d59da0d18f700421033bffbc4a20173c3cf63353bddeee5f8a107265adf,resized/opencv_bilinear/en_char_a/r_2p066667.png,3f544a094e0e476576fc72f03f2065aaf60a8d7e62f9cd684e6f5cc0310dafb9,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,51,16,33.066666666672,33,-0.06666666667199905,16,False,A,"A
",A,A,0,1,0.0,0.06186262499250006,ok,
en_char_a,en,single_char,10,2.066666666667,lanczos2_7tap_16phase,2.0816326530612246,2.0816326530612246,,canonical/en_char_a/r_2p066667.png,c06b1d59da0d18f700421033bffbc4a20173c3cf63353bddeee5f8a107265adf,resized/lanczos2_7tap_16phase/en_char_a/r_2p066667.png,364c8acefd6e302e3e0835e6e0a3254d79b5eee9640474e6f16381c35ddc8627,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,51,16,33.066666666672,33,-0.06666666667199905,17,False,A,"A
",A,A,0,1,0.0,0.059187416001805104,ok,
en_char_a,en,single_char,10,2.066666666667,lanczos3_7tap_16phase,2.0816326530612246,2.0816326530612246,,canonical/en_char_a/r_2p066667.png,c06b1d59da0d18f700421033bffbc4a20173c3cf63353bddeee5f8a107265adf,resized/lanczos3_7tap_16phase/en_char_a/r_2p066667.png,34f868e5ad68942f864840113d3b9fa65d8cab35ccb515c924edddf92ff6d5a7,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,51,16,33.066666666672,33,-0.06666666667199905,17,False,A,"A
",A,A,0,1,0.0,0.059324625006411225,ok,
en_char_a,en,single_char,10,2.2,bin_floor,2.0,2.0,2,canonical/en_char_a/r_2p200000.png,4da7b3d1a07f9628086876c3e1d4961422a3eaa3a68f204745d611999a9c9491,resized/bin_floor/en_char_a/r_2p200000.png,2dd2fb0d577d11bc53f75a8a9a664dd8ce32c7900f0b3dac7b1a198d98b7a935,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,55,16,35.2,35,-0.20000000000000284,18,False,A,"A
",A,A,0,1,0.0,0.06413562499801628,ok,
en_char_a,en,single_char,10,2.2,bin_ceil,3.0,3.0,3,canonical/en_char_a/r_2p200000.png,4da7b3d1a07f9628086876c3e1d4961422a3eaa3a68f204745d611999a9c9491,resized/bin_ceil/en_char_a/r_2p200000.png,748bf64a29164c720e4285ad8ec18a98865d00050fb40dfff57d1b1bb81aabba,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,55,16,35.2,35,-0.20000000000000284,12,False,A,"A
",A,A,0,1,0.0,0.059290834004059434,ok,
en_char_a,en,single_char,10,2.2,opencv_bilinear,2.204081632653061,2.204081632653061,,canonical/en_char_a/r_2p200000.png,4da7b3d1a07f9628086876c3e1d4961422a3eaa3a68f204745d611999a9c9491,resized/opencv_bilinear/en_char_a/r_2p200000.png,ad47fd4236608a22e3abfbcfd713d6d3dea68a15415057a6da0565d796ff1c31,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,55,16,35.2,35,-0.20000000000000284,16,False,A,"A
",A,A,0,1,0.0,0.05758654199598823,ok,
en_char_a,en,single_char,10,2.2,lanczos2_7tap_16phase,2.204081632653061,2.204081632653061,,canonical/en_char_a/r_2p200000.png,4da7b3d1a07f9628086876c3e1d4961422a3eaa3a68f204745d611999a9c9491,resized/lanczos2_7tap_16phase/en_char_a/r_2p200000.png,ac1d1f2084d099410544624346e8cb15db369a7588e7bc0dc35c37045349fdde,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,55,16,35.2,35,-0.20000000000000284,17,False,A,"A
",A,A,0,1,0.0,0.05884516598598566,ok,
en_char_a,en,single_char,10,2.2,lanczos3_7tap_16phase,2.204081632653061,2.204081632653061,,canonical/en_char_a/r_2p200000.png,4da7b3d1a07f9628086876c3e1d4961422a3eaa3a68f204745d611999a9c9491,resized/lanczos3_7tap_16phase/en_char_a/r_2p200000.png,6a5a8acfbc5f94345e86d13e7d9a08acb4635171f4b34fd965ec1a8cdf9a52e9,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,55,16,35.2,35,-0.20000000000000284,17,False,A,"A
",A,A,0,1,0.0,0.056800999998813495,ok,
en_char_a,en,single_char,10,2.333333333333,bin_floor,2.0,2.0,2,canonical/en_char_a/r_2p333333.png,b754ad0b63b910e26a9a9694aa6899ee34a78873a34151d3ef229dd34080f7c3,resized/bin_floor/en_char_a/r_2p333333.png,0b43907066fe1cc6f8fb1b596b675f4fafa0ef1abfac982d5851232c114a1ca6,/Users/karankapur/ocr_expt/fonts/Consolas-Regular.ttf,0,58,16,37.333333333328,37,-0.3333333333279995,19,False,A,"A
",A,A,0,1,0.0,0.057779166992986575,ok,
