pattern_id,language,layout,psm,requested_ratio,method,effective_ratio_x,effective_ratio_y,integer_bin_factor,source_path,source_sha256,output_path,output_sha256,font_path,font_index,font_size,target_output_glyph_height,target_source_glyph_height,source_max_glyph_height,source_height_error,output_max_glyph_height,glyph_height_warning,reference,prediction,normalized_reference,normalized_prediction,edit_distance,reference_chars,cer,status,error,source_pixel_sha256,output_pixel_sha256,ocr_stdout_sha256
en_char_a,en,single_char,10,2.333333333333,opencv_bilinear,2.326530612244898,2.326530612244898,,canonical/en_char_a/r_2p333333.png,0747b9eb3174f4643cf397d36ab7fcb3833f35beb7aaf92e7f5b1c59818c5f81,resized/opencv_bilinear/en_char_a/r_2p333333.png,16b8bd1d89dd71b15165ea575b7d02d648b74a563a2a36925f24894bfd417e55,fonts/Consolas-Regular.ttf,0,58,16,37.333333333328,37,-0.3333333333279995,16,False,A,"A
",A,A,0,1,0.0,ok,,a4c00a77e73e42eeba5310beac8dcfec866136396020c2d48f00cd8ed6eeff0f,baa564cdb4c5ed847e3b00a4779aa266dea33743694aa5bdef87244d2017d71b,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,2.466666666667,opencv_bilinear,2.4489795918367347,2.4489795918367347,,canonical/en_char_a/r_2p466667.png,f893b9dcf405e8eabc920acdca2827e0923772903f5023b5fad8a0b93c920d97,resized/opencv_bilinear/en_char_a/r_2p466667.png,e80f807555dadc252c707addce7d4f99ce176b412362e6c6815270340c19f9f9,fonts/Consolas-Regular.ttf,0,61,16,39.466666666672,39,-0.46666666667199763,16,False,A,"A
",A,A,0,1,0.0,ok,,0376e101a5ff8a2ac19e9fd148c60f2d1190f98b1ec59ec4cb7a9d9aa6005b1a,36a043c1977dafa411558fb37b29c6bcacdac38975a8e5b1b7237e15dfe23b94,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,2.6,opencv_bilinear,2.625,2.625,,canonical/en_char_a/r_2p600000.png,f884845c489b92ec0599e1441638cba52a8d359e249bc2c771f26220bdfbacd4,resized/opencv_bilinear/en_char_a/r_2p600000.png,ed0a119885522d6dc0c2818a198589cbc71d076fe917bec74cab85a331c1421b,fonts/Consolas-Regular.ttf,0,66,16,41.6,42,0.3999999999999986,16,False,A,"A
",A,A,0,1,0.0,ok,,84728d0de52fbd1533b67e55869ba3651e5e5ffccf25371b9aa4fc6fa7fb853c,6b19cfbfda19d56db7d6f88c644607832d834e2a5a99e2de04bae240528699b7,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,2.625,opencv_bilinear,2.625,2.625,,canonical/en_char_a/r_2p625000.png,f884845c489b92ec0599e1441638cba52a8d359e249bc2c771f26220bdfbacd4,resized/opencv_bilinear/en_char_a/r_2p625000.png,ed0a119885522d6dc0c2818a198589cbc71d076fe917bec74cab85a331c1421b,fonts/Consolas-Regular.ttf,0,66,16,42.0,42,0.0,16,False,A,"A
",A,A,0,1,0.0,ok,,84728d0de52fbd1533b67e55869ba3651e5e5ffccf25371b9aa4fc6fa7fb853c,6b19cfbfda19d56db7d6f88c644607832d834e2a5a99e2de04bae240528699b7,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,2.733333333333,opencv_bilinear,2.75,2.75,,canonical/en_char_a/r_2p733333.png,2f340b10401d2ca1b24220e29df800853194be268906ea95fce5201fe4b6bcf3,resized/opencv_bilinear/en_char_a/r_2p733333.png,cdc3ff593e43eccaf177779734915688ad4e5df077ae3f433d6a741fbed9c00c,fonts/Consolas-Regular.ttf,0,69,16,43.733333333328,44,0.2666666666720019,16,False,A,"A
",A,A,0,1,0.0,ok,,a1c75203124c592db4092ef5c72d693dfea90491f3f73720d003dfa798fbbe4d,3c7ffee506b5c335ff95f2991948477fcc06db646bb9680204eeb807e6df565d,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,2.866666666667,opencv_bilinear,2.875,2.875,,canonical/en_char_a/r_2p866667.png,878d9426ff6e928aff612db11f09214f7bb2f3e45063b42a93b23c6719fb9a7c,resized/opencv_bilinear/en_char_a/r_2p866667.png,ce58b2efcdd5677b0771f351b5254b7b47bb5ce175c96527399114da3c574577,fonts/Consolas-Regular.ttf,0,72,16,45.866666666672,46,0.13333333332799668,16,False,A,"A
",A,A,0,1,0.0,ok,,8fe9fae625a7bb05d4af1630755da64f2c1afa9d3711c00967bf559795ed71c2,6cbeea9d04404b86f3af4fcc736dd1cb7618df7c8c531bceb415aec32dc06550,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
en_char_a,en,single_char,10,3.0,opencv_bilinear,3.0,3.0,,canonical/en_char_a/r_3p000000.png,600d1824bd417e0dbe9fe1f6985b08f82d76a8721a17afff6fb4b493b16929a2,resized/opencv_bilinear/en_char_a/r_3p000000.png,dff1a57d3abaec4018260226c03bb10075fbda3d83a90fa55989a8ce0efe5468,fonts/Consolas-Regular.ttf,0,75,16,48.0,48,0.0,16,False,A,"A
",A,A,0,1,0.0,ok,,928ac6c53e07731af05af6837d793a9c0bc5ac21497a99f7b80fdc8be32dd58b,f9078df62d1eec892f49429f5d48e63b2a99cd133eac76b91368c9e501782e92,06f961b802bc46ee168555f066d28f4f0e9afdf3f88174c1ee6f9de004fc30a0
zh_char_01,zh_tra,single_char,10,1.0,opencv_bilinear,1.0,1.0,,canonical/zh_char_01/r_1p000000.png,0f01696745058844162b41cd4a9402dfc8a1bae519963269331bb5a2aec42c91,resized/opencv_bilinear/zh_char_01/r_1p000000.png,f5a29ee516daeeab80d24512ff41a2963ed033b1da18b92a259da14156b3e12d,fonts/microsoft-jhenghei.ttf,0,18,16,16.0,16,0.0,16,False,做,"做
",做,做,0,1,0.0,ok,,e486b8829ae836df2d95ab665eeaeb45d058b7c2763fd1a1f977861128e9ce8e,e486b8829ae836df2d95ab665eeaeb45d058b7c2763fd1a1f977861128e9ce8e,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,1.133333333333,opencv_bilinear,1.1320754716981132,1.1320754716981132,,canonical/zh_char_01/r_1p133333.png,0f71626758a93acbd289bc9505bc639dcc5d6961e15d1a1081fc74f186aed76d,resized/opencv_bilinear/zh_char_01/r_1p133333.png,4d74133642a990852166e8e7a22f7519fab03e8bb5576c444277eaae31049ed3,fonts/microsoft-jhenghei.ttf,0,20,16,18.133333333328,18,-0.13333333332800024,17,False,做,"做
",做,做,0,1,0.0,ok,,be01f11304fac0bc512b0414474de15d0b22c47ba791b100944e629096af3324,f05c30ef958b9b62ad26269e02478e7ca3c11ef1a04616e62bac5d6a2e05bd0c,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,1.266666666667,opencv_bilinear,1.2692307692307692,1.2692307692307692,,canonical/zh_char_01/r_1p266667.png,abb10f07c1bdd4ab163b440c523d96ea3e12fb8281bbc3095c845695d8ebd0f0,resized/opencv_bilinear/zh_char_01/r_1p266667.png,c5c029568947da8af826edf1bd594afdcd1bff1dddf9dfd9afacbdb358ed1499,fonts/microsoft-jhenghei.ttf,0,22,16,20.266666666672,20,-0.26666666667199834,16,False,做,"做
",做,做,0,1,0.0,ok,,dbb884769de4df5d251b2b1bf7655325768bb111b4939afd242a383e0b50b7da,5c2d40dbdd70eb529cdbe51cc3bd31ae277f7445ef1fbf4eacbfc5a0e1fa8812,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,1.4,opencv_bilinear,1.411764705882353,1.411764705882353,,canonical/zh_char_01/r_1p400000.png,720ca3198a7673fbb6d1e1dbc475734d89e1792f17a72f8d4c8ea9b62656d115,resized/opencv_bilinear/zh_char_01/r_1p400000.png,2e0976632c9ef7cb70d3afe5667910a90650c09ee670673dc442d76f0ec4d6fa,fonts/microsoft-jhenghei.ttf,0,25,16,22.4,22,-0.3999999999999986,17,False,做,"做
",做,做,0,1,0.0,ok,,a0d33e54bef0321fc2ce9a2b4e3d17a94375269de728268a047c96b77622d9d4,bf5190ac3cfe76fde2838242d4fc8fa94d7910c29647ddc115ed957a38d453c9,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,1.533333333333,opencv_bilinear,1.5272727272727273,1.5272727272727273,,canonical/zh_char_01/r_1p533333.png,7b4034b28ddc65a2f1960ea8f3c51180db7cbb580129e462823ffc5ffbdf059f,resized/opencv_bilinear/zh_char_01/r_1p533333.png,3478cd36a3ff566dc6ec9969a0125902f7abb41df6703b44384ec0c839288126,fonts/microsoft-jhenghei.ttf,0,29,16,24.533333333328,25,0.4666666666720012,17,False,做,"做
",做,做,0,1,0.0,ok,,41208acdf094497a5f432d3eb80805ed52bb2cb98d42517a21e179fa61f5f1ef,5144a3601fdb893cf6dbca06e677824177dcd61acee8438f569ebd87d992cdf6,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,1.666666666667,opencv_bilinear,1.6666666666666667,1.6666666666666667,,canonical/zh_char_01/r_1p666667.png,bb11862cc8b59b44f113663f7c9e4c4e3a11bb7bd3aa8bdc03164ecf5010732b,resized/opencv_bilinear/zh_char_01/r_1p666667.png,28c017cd3156f6e2b4f8dd0ab956b68f5d8ac3a806ed8fddb9997ef00f15a33d,fonts/microsoft-jhenghei.ttf,0,31,16,26.666666666672,27,0.3333333333279995,17,False,做,"做
",做,做,0,1,0.0,ok,,b2e0ce451e204a753970e33b885f317c2fdd675800bd2f72f3be3884f40bc8c9,cfbf4bb2c0c7da1d5f96d6cbd28b9c2bcff82eb4127a0503e647a223c537c96c,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,1.8,opencv_bilinear,1.8,1.8,,canonical/zh_char_01/r_1p800000.png,ab3f29e8dddc6dd70868e4cbccfc3a75d35310f8615ae91113572e258d03d69b,resized/opencv_bilinear/zh_char_01/r_1p800000.png,ea99d4b73a2868d948ac2ef90a3c5dab55ca41ca1e665bb072070ae0f6593860,fonts/microsoft-jhenghei.ttf,0,32,16,28.8,29,0.1999999999999993,17,False,做,"做
",做,做,0,1,0.0,ok,,603fcf1f03f716e0a7b10bbbfadb88a95f8eddc95141651fe3f9b16e02918fe2,ee04757633a82005b9af5c2512b04fcd3624dd8882531b38fa12803c489fbeb1,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,1.933333333333,opencv_bilinear,1.9245283018867925,1.9245283018867925,,canonical/zh_char_01/r_1p933333.png,8668964729e3453b2c6d10b29c0a90c516db811c5fece45f25fa3cddcfe35771,resized/opencv_bilinear/zh_char_01/r_1p933333.png,a05e2603df0ebd63a9ed1d69c184eaccfd27dd8ecc9c3db24b747dee87b889cb,fonts/microsoft-jhenghei.ttf,0,35,16,30.933333333328,31,0.06666666667199905,17,False,做,"做
",做,做,0,1,0.0,ok,,822bab21092b3fef9ccf96dd2978832e6e7ec182e037333f2830c2c5a9172e60,20a80b58bb006b5e0f0fc730b731c38244957a7196505eae59a289e585d15b1d,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,2.066666666667,opencv_bilinear,2.076923076923077,2.076923076923077,,canonical/zh_char_01/r_2p066667.png,936fc429eed1deadf32b394659937282f1557bcafbd9e903222c1102320fe522,resized/opencv_bilinear/zh_char_01/r_2p066667.png,31adca3c20af89e1233171e0921b101d32531d59bf57c548e1f9b27b71fedf25,fonts/microsoft-jhenghei.ttf,0,38,16,33.066666666672,34,0.933333333328001,16,False,做,"做
",做,做,0,1,0.0,ok,,5a0eb2fac5040ef6b119a5947b8bce5c853d83ba60ff00c20a93cef947059b8b,017e47b842285d42cd2da01bbf9f00d514e72c1d0e54f8ff88af80b41b9a4a7c,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,2.2,opencv_bilinear,2.1923076923076925,2.1923076923076925,,canonical/zh_char_01/r_2p200000.png,6a46370d5155c27d041673b799ac68fa7eb5fff9f316d8fd70888efc5e7b7b74,resized/opencv_bilinear/zh_char_01/r_2p200000.png,b88a1c73c3697fcf53c7cec12f9b06df0bb506957e7f5f6ea03ba385dc6355aa,fonts/microsoft-jhenghei.ttf,0,39,16,35.2,35,-0.20000000000000284,16,False,做,"做
",做,做,0,1,0.0,ok,,da1800ece8197931733d31c9ab49e73a99e4f6292e15753fa1b976d988b0a548,61c61093ea58fbc2b2bd58af892fafc5cf323c7cdd7dc932535fc48c9a9500a1,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,2.333333333333,opencv_bilinear,2.3529411764705883,2.3529411764705883,,canonical/zh_char_01/r_2p333333.png,7d4b0ae4f963bb7ebdbd92088846a42ec54732c43d889b38121038ce85c2a35b,resized/opencv_bilinear/zh_char_01/r_2p333333.png,0d3dec4a684e843350c9f44a17c78293d2d6388a11c494d07ebb3d4884cbdcec,fonts/microsoft-jhenghei.ttf,0,42,16,37.333333333328,37,-0.3333333333279995,16,False,做,"做
",做,做,0,1,0.0,ok,,18d2adbe208bac86c44616e48fc481ea6e13ea75b9006a93125f4c92e0901407,d7c2061a994184f97166206f455d92cfad0be1eb0ed8bb4cc308eca0eb46f691,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,2.466666666667,opencv_bilinear,2.4705882352941178,2.4705882352941178,,canonical/zh_char_01/r_2p466667.png,c7416638273996ab7ac248d18996113cbd3f38568e3aedacece1646e35af297e,resized/opencv_bilinear/zh_char_01/r_2p466667.png,cb290ab321b44fefcca878bb6348e375dae0af2e0e9cefac2a39ce06f546a224,fonts/microsoft-jhenghei.ttf,0,44,16,39.466666666672,39,-0.46666666667199763,16,False,做,"做
",做,做,0,1,0.0,ok,,889d749ca5bb0bf439b179ecdf00859dfc8a2f42811e011f92a9fad9323ee23a,661c6b2636abe9b158c78cab619d128d101e7cc6d1bb3945a4606cec262ef711,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,2.6,opencv_bilinear,2.588235294117647,2.588235294117647,,canonical/zh_char_01/r_2p600000.png,a6ba5f44e036517013cb8770288574f7916811d2507115e2747d6a816373af20,resized/opencv_bilinear/zh_char_01/r_2p600000.png,aab09951fb50f794374cfc8b0f5e77444746bb66f9f96aa64e0a5180100322fa,fonts/microsoft-jhenghei.ttf,0,48,16,41.6,42,0.3999999999999986,17,False,做,"做
",做,做,0,1,0.0,ok,,3f19382d5ebb2596cb64b96c86408acbb036ee50f60d34ae148390133dae4e14,0217370dd030112600547ee051dff8ebce2935db1dad1582c03fbfe625fb7046,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,2.625,opencv_bilinear,2.64,2.64,,canonical/zh_char_01/r_2p625000.png,a6ba5f44e036517013cb8770288574f7916811d2507115e2747d6a816373af20,resized/opencv_bilinear/zh_char_01/r_2p625000.png,00ef50adcc890b87e896e6b4518feba7df1cb0d173820996cc027a9b16a9e228,fonts/microsoft-jhenghei.ttf,0,48,16,42.0,42,0.0,16,False,做,"做
",做,做,0,1,0.0,ok,,3f19382d5ebb2596cb64b96c86408acbb036ee50f60d34ae148390133dae4e14,80e885596f2c1c77855676faef682db8b3b7ce65f87a21b818650e02be06e972,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,2.733333333333,opencv_bilinear,2.76,2.76,,canonical/zh_char_01/r_2p733333.png,5451f3f7357b694cff2df4f7b0e1e733571c51c2e5155d094c0e95237352de8d,resized/opencv_bilinear/zh_char_01/r_2p733333.png,d039fb132f8f1a20738db6e5b39643ab2a3487df342fc0acc108590ba3c4ac67,fonts/microsoft-jhenghei.ttf,0,50,16,43.733333333328,44,0.2666666666720019,16,False,做,"做
",做,做,0,1,0.0,ok,,44a7b7e9df66b7eb85d08efb966a876b5e3e8c7f6e374642a3f4753c8864ce8e,8526c4c0466c94edcddc5abeeda9eadf6e11baa82cd28bbe57c9c46e5769d67d,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,2.866666666667,opencv_bilinear,2.88,2.88,,canonical/zh_char_01/r_2p866667.png,aa188c6970a523af3694e2cb1bd4486086ad8fccce4aabf1705017a7b6192d0d,resized/opencv_bilinear/zh_char_01/r_2p866667.png,ae51af30aa817c787ffcdd1dd01a57aecaf32b8d9c67c0f4e2bdf27951311120,fonts/microsoft-jhenghei.ttf,0,52,16,45.866666666672,46,0.13333333332799668,16,False,做,"做
",做,做,0,1,0.0,ok,,e1071ddd61f6eb53bdc41ec51f0219a7d62f9ecb7f3757bc6887fc67bacc2013,3d83944d3ff398429fc8919340066f4641a566d64e73c6f57bd9f13a131c6216,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_01,zh_tra,single_char,10,3.0,opencv_bilinear,3.0,3.0,,canonical/zh_char_01/r_3p000000.png,aaa7f7bcbb6a6b07536ba3e1eedeee795f169d5afdfee6ada0914cdfd9217914,resized/opencv_bilinear/zh_char_01/r_3p000000.png,dcdfd87ed2b6ca1ab4e56e161dbaa529547e066210c9a640653a962ad6814824,fonts/microsoft-jhenghei.ttf,0,54,16,48.0,48,0.0,16,False,做,"做
",做,做,0,1,0.0,ok,,e58ef6fb4c3ede5f27f5ab305eb557ddde6d4d8bc2e3f6f385d177d3a54e4bc5,971031cf8242343e65ef06ad724dd88146c4902b4c4b8f9edbdd1ef759964dbb,3827063eb0bc5c8320f3fb4c83f7b46142c03ba8ecdc0efb6eec7fe70376bd62
zh_char_02,zh_tra,single_char,10,1.0,opencv_bilinear,1.0,1.0,,canonical/zh_char_02/r_1p000000.png,dc17ab7db5ff4ebaebf56fc72cd5c17959658dca330cecdfe7826e4b4b0927e7,resized/opencv_bilinear/zh_char_02/r_1p000000.png,4f8eed9f6f1162e600424ab9498091cf9fcf3589c886f251783e9cb2f7cc3a48,fonts/microsoft-jhenghei.ttf,0,17,16,16.0,16,0.0,16,False,剪,"前
",剪,前,1,1,1.0,ok,,54da537c5c986d42d7ce7bddc4cb27f3392060abf372c9c523cf6a75556eaddf,54da537c5c986d42d7ce7bddc4cb27f3392060abf372c9c523cf6a75556eaddf,3f4ed9462dea212773f9500ec1699ecea316b24e811279cb34e177e837c2fa55
zh_char_02,zh_tra,single_char,10,1.133333333333,opencv_bilinear,1.1320754716981132,1.1320754716981132,,canonical/zh_char_02/r_1p133333.png,96e77b5c75e6935ecb3086680100b1db4764aa0dadc7f7192af3216a4f495d10,resized/opencv_bilinear/zh_char_02/r_1p133333.png,6f8bb14d7fc35d4e1814437901d1d21345cf0eaf352fb7bd1d8e277a40728a41,fonts/microsoft-jhenghei.ttf,0,20,16,18.133333333328,18,-0.13333333332800024,17,False,剪,"剪
",剪,剪,0,1,0.0,ok,,b15cd74829bf4afe098cbd083fd4d3d8e26a0f8f79447b7cabc0d887d2c153fb,4ccd6d36288671d56a6f8e21b5b6088c93963005d71abc127326ad55cec38d42,d73c625559c736e474547ba48fad92c1599db67cfd7822dfe086599a900ab1e8
